,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
1397,Chowchilla,US,37.123,-120.2602,67.1,93,1,3.44,mist
1398,Port Pirie,AU,-33.1833,138.0167,57.29,57,0,5.75,clear sky
1399,Palmas,BR,-10.2128,-48.3603,93.15,36,66,8.66,broken clouds
1400,Mason City,US,43.1536,-93.201,44.73,93,1,3.44,clear sky
1401,Jiwani,PK,25.05,61.7417,82.06,63,2,10.42,clear sky
1402,Prainha,BR,-1.8,-53.48,91.2,50,9,3.91,clear sky
1403,Derzhavinsk,KZ,51.1,66.3167,41.41,67,100,17.76,overcast clouds
1404,Chudniv,UA,50.052,28.1175,51.3,55,0,10.36,clear sky
1405,Pitimbu,BR,-7.4706,-34.8086,72.19,59,5,11.5,clear sky
1406,Tshane,BW,-24.0196,21.8684,86.77,11,0,10.29,clear sky
1407,Korhogo,CI,9.45,-5.6333,88.07,49,100,4.63,overcast clouds
1408,Merida,MX,20.9667,-89.6167,79.02,69,20,0.0,few clouds
1409,Priamurskiy,RU,48.5217,134.9028,41.41,69,93,4.83,overcast clouds
1410,Kendari,ID,-3.945,122.4989,75.27,93,52,1.95,broken clouds
1411,Bindura,ZW,-17.3019,31.3306,88.02,22,33,7.67,scattered clouds
1412,Taksimo,RU,56.3444,114.8794,19.58,67,98,0.94,overcast clouds
1413,Houma,US,29.5958,-90.7195,58.98,81,1,8.05,clear sky
1414,Iracoubo,GF,5.4802,-53.2011,81.43,82,70,7.74,broken clouds
1415,Merrill,US,45.1805,-89.6835,46.17,74,1,5.61,clear sky
1416,Lieksa,FI,63.3167,30.0167,45.32,92,100,10.74,overcast clouds
1417,El Carmen,CO,8.5106,-73.4478,79.75,60,93,3.85,overcast clouds
1418,Shahrud,IR,36.4182,54.9763,55.04,47,31,7.65,scattered clouds
1419,Mao,ES,39.8885,4.2658,70.36,83,40,16.11,scattered clouds
1420,Teramo,IT,42.65,13.6833,69.17,70,11,3.62,few clouds
1421,Bang Mun Nak,TH,16.0278,100.3792,76.96,90,36,3.89,light rain
1422,Amboasary,MG,-25.0333,46.3833,76.84,66,41,14.38,scattered clouds
1423,Policoro,IT,40.2115,16.6726,73.42,60,26,1.99,scattered clouds
1424,Sarab,IR,38.6066,44.9883,54.97,62,100,1.03,overcast clouds
1425,Cuiluan,CN,47.72,128.648,29.91,43,66,5.41,broken clouds
1426,Tucuma,BR,-0.1833,-50.05,90.5,51,4,5.91,clear sky
1427,Lardos,GR,36.0942,28.0157,69.62,78,99,6.31,overcast clouds
1428,Hvolsvollur,IS,63.7533,-20.2243,45.27,74,91,5.32,overcast clouds
1429,Ugoofaaru,MV,5.6667,73.0,81.77,72,96,8.1,overcast clouds
1430,Granadilla De Abona,ES,28.1188,-16.576,69.76,55,20,17.27,few clouds
1431,Rundu,NA,-17.9333,19.7667,90.09,27,83,7.58,broken clouds
1432,Yarada,IN,17.65,83.2667,82.72,83,40,3.44,thunderstorm
1433,Tecpan,GT,14.7623,-90.9947,56.16,80,100,4.41,overcast clouds
1434,Saltillo,MX,25.4167,-101.0,58.98,30,0,3.24,clear sky
1435,Sapa,PH,5.1544,120.3241,81.97,78,90,5.37,overcast clouds
1436,Chaihe,CN,44.7667,129.7,41.58,53,100,4.34,overcast clouds
1437,Dharchula,IN,29.85,80.5333,55.85,55,0,7.14,clear sky
1438,Boshnyakovo,RU,49.6333,142.1667,38.52,93,85,10.96,overcast clouds
1439,Sabla,NG,12.7525,4.7077,100.26,8,88,10.76,overcast clouds
1440,Kerema,PG,-7.9631,145.7785,76.78,87,100,4.99,overcast clouds
1441,Khandbari,NP,27.3747,87.2039,60.71,91,34,0.94,scattered clouds
1442,Bangassou,CF,4.7413,22.8184,80.89,74,96,3.22,overcast clouds
1443,Sundargarh,IN,22.1167,84.0333,78.69,63,94,3.89,overcast clouds
1444,Leshukonskoye,RU,64.8989,45.7622,28.98,98,100,3.69,overcast clouds
1445,Disna,BY,55.568,28.1971,50.99,72,12,10.8,few clouds
1446,Zhanaozen,KZ,43.3,52.8,51.85,46,0,4.03,clear sky
1447,Bartica,GY,6.4,-58.6167,80.92,82,42,2.48,scattered clouds
1448,Starosubkhangulovo,RU,53.1031,57.4423,38.25,88,100,12.73,overcast clouds
1449,Corinto,GR,37.9407,22.9573,65.89,69,100,4.68,overcast clouds
1450,Neuquen,AR,-38.9516,-68.0591,64.9,20,98,19.22,overcast clouds
1451,Arandis,NA,-22.4167,14.9667,55.47,19,0,12.35,clear sky
1452,Lansdale,US,40.2415,-75.2838,61.88,87,75,1.01,broken clouds
1453,Kumluca,TR,36.3703,30.2869,66.29,60,100,7.49,overcast clouds
1454,Kot Samaba,PK,28.5522,70.4684,78.71,15,0,2.82,clear sky
1455,Ryotsu,JP,38.0833,138.4333,58.8,69,100,3.22,overcast clouds
1456,Mwene-Ditu,CD,-7.0,23.45,82.72,59,89,1.7,overcast clouds
1457,Ikungi,TZ,-5.1333,34.7667,80.85,33,97,7.65,overcast clouds
1458,Bumba,CD,2.1833,22.4667,77.27,84,99,1.39,overcast clouds
1459,Talcahuano,CL,-36.7167,-73.1167,60.48,67,0,9.22,clear sky
1460,Bhavnagar,IN,21.7667,72.15,81.57,44,82,11.21,broken clouds
1461,Aleksandrov Gay,RU,50.147,48.5704,45.97,61,15,8.59,few clouds
1462,Takaka,NZ,-40.85,172.8,60.39,94,40,6.24,scattered clouds
1463,Mata,PT,40.683,-7.4592,64.92,70,98,10.76,overcast clouds
1464,Saryozek,KZ,44.3583,77.9753,44.91,74,100,3.38,overcast clouds
1465,Igrim,RU,63.1906,64.4162,19.76,69,9,0.43,clear sky
1466,Birjand,IR,32.8663,59.2211,70.27,14,0,11.5,clear sky
1467,Aktanysh,RU,55.7216,54.0829,42.71,91,100,14.32,overcast clouds
1468,Sibolga,ID,1.7427,98.7792,77.59,89,100,2.26,heavy intensity rain
1469,North Myrtle Beach,US,33.816,-78.68,64.45,78,1,1.01,clear sky
1470,Roald,NO,62.5833,6.1333,55.45,58,0,11.5,clear sky
1471,Chumphon,TH,10.3333,98.8333,72.14,96,100,0.67,overcast clouds
1472,Navoi,UZ,40.0844,65.3792,53.08,50,92,2.3,overcast clouds
1473,Beidao,CN,34.5686,105.8933,52.72,74,100,9.1,overcast clouds
1474,Baculin,PH,7.4525,126.5842,78.91,88,79,7.27,broken clouds
1475,Taiyuan,CN,37.8694,112.5603,46.26,57,0,2.24,clear sky
1476,Tommot,RU,58.9564,126.2925,11.61,91,22,2.68,few clouds
1477,Hazorasp,UZ,41.3194,61.0742,51.64,36,100,8.32,overcast clouds
1478,Aloleng,PH,16.1307,119.7824,80.55,76,24,7.49,few clouds
1479,Udala,ES,43.0778,-2.5125,60.78,92,100,2.48,overcast clouds
1480,Otane,NZ,-39.8833,176.6333,65.39,85,100,2.84,moderate rain
1481,Scalea,IT,39.813,15.7956,70.34,76,94,2.51,overcast clouds
1482,Senekal,ZA,-28.3197,27.6208,70.16,25,0,14.54,clear sky
1483,Noyabrsk,RU,63.1994,75.4507,14.4,88,100,18.14,overcast clouds
1484,Ibaiti,BR,-23.8486,-50.1878,77.07,56,36,7.56,moderate rain
1485,Sitrah,BH,26.1547,50.6206,86.36,64,0,4.0,clear sky
1486,Peace River,CA,56.2501,-117.286,28.65,74,1,5.01,clear sky
1487,Kapelle,FR,50.9998,2.3585,57.42,88,100,7.0,overcast clouds
1488,Dera Bugti,PK,29.0307,69.151,77.76,14,0,7.38,clear sky
1489,Camargo,MX,27.6667,-105.1667,64.58,21,0,5.53,clear sky
1490,Karachi,PK,24.9056,67.0822,80.42,41,3,5.75,haze
1491,Pitanga,BR,-24.7572,-51.7614,75.79,60,56,5.44,light rain
1492,Dodoma,TZ,-6.1722,35.7395,85.86,31,76,10.65,broken clouds
1493,Kenitra,MA,34.261,-6.5802,79.72,60,99,12.44,overcast clouds
1494,Amazar,RU,53.858,120.875,21.85,60,15,2.06,few clouds
1495,West Wendover,US,40.7391,-114.0733,42.01,75,1,6.91,clear sky
1496,Albertville,US,34.2676,-86.2089,55.15,76,90,1.01,overcast clouds
1497,Dillon,US,34.4166,-79.3712,59.99,60,68,11.48,broken clouds
1498,Qingyuan,CN,23.7,113.0333,67.98,92,100,2.82,light rain
1499,Rawlins,US,41.7911,-107.2387,45.36,61,1,10.36,clear sky
1500,Lazarev,RU,52.225,141.5131,33.64,67,100,22.5,overcast clouds
1501,Genhe,CN,50.7833,121.5167,23.27,50,0,0.6,clear sky
1502,Mokhsogollokh,RU,61.4681,128.9203,3.65,98,66,1.28,broken clouds
1503,Lazaro Cardenas,MX,17.9583,-102.2,79.63,75,5,3.62,clear sky
1504,Berdigestyakh,RU,62.0989,126.6992,0.16,99,58,2.93,broken clouds
1505,Negru Voda,RO,43.8167,28.2,56.12,65,45,8.7,scattered clouds
1506,Preston,GB,53.7667,-2.7167,56.66,76,5,4.0,clear sky
1507,Parbatipur,BD,25.6649,88.9247,69.6,54,0,5.41,clear sky
1508,Tarrega,ES,41.647,1.1396,68.49,71,100,1.68,overcast clouds
1509,Kampot,KH,10.6167,104.1833,78.85,87,99,3.4,overcast clouds
1510,Aden,YE,12.7794,45.0367,85.08,70,4,20.27,clear sky
1511,Namangan,UZ,40.9983,71.6726,50.45,53,1,6.91,clear sky
1512,Lappeenranta,FI,61.0587,28.1887,45.81,87,90,9.22,overcast clouds
1513,Bandiagara,ML,14.3501,-3.6104,97.43,21,100,5.21,overcast clouds
1514,Chistogorskiy,RU,53.9835,87.3843,34.93,97,100,7.23,light rain
1515,West Odessa,US,31.8424,-102.4988,58.98,35,1,3.44,clear sky
1516,Ibotirama,BR,-12.1853,-43.2206,96.91,24,25,4.23,scattered clouds
1517,Kattivakkam,IN,13.2167,80.3167,82.49,79,82,9.44,moderate rain
1518,Paranga,RU,56.7039,49.4047,42.33,92,66,10.65,broken clouds
1519,Borger,NL,52.9233,6.7931,56.97,87,100,19.37,overcast clouds
1520,Sevsk,RU,52.1491,34.4926,46.47,72,6,7.18,clear sky
1521,Bria,CF,6.5423,21.9863,80.02,77,100,1.34,light rain
1522,Seryshevo,RU,51.0933,128.3786,26.4,49,0,7.63,clear sky
1523,Zaplavnoye,RU,48.7048,45.0229,51.3,59,1,2.73,clear sky
1524,Khasan,RU,42.4308,130.6434,50.97,77,17,4.52,few clouds
1525,Tibu,CO,8.639,-72.7358,87.71,57,100,2.01,overcast clouds
1526,Zunyi,CN,27.6867,106.9072,55.99,90,100,4.76,overcast clouds
1527,Brae,GB,60.3964,-1.353,51.71,84,100,24.25,overcast clouds
1528,Lima,PE,-12.0432,-77.0282,64.13,25,90,8.05,overcast clouds
1529,Zenzeli,RU,45.9241,47.0474,51.64,61,0,5.53,clear sky
1530,Uthal,PK,25.8072,66.6219,82.83,37,1,3.56,clear sky
1531,Don Benito,ES,38.9563,-5.8616,66.92,73,100,15.73,overcast clouds
1532,Onega,RU,63.9061,38.1404,43.9,93,100,8.34,overcast clouds
1533,Cabra,ES,37.4725,-4.4421,72.84,75,100,20.62,overcast clouds
1534,Bundaberg,AU,-24.85,152.35,77.22,93,75,9.22,broken clouds
1535,Kosh-Agach,RU,50.0,88.6667,25.68,67,100,2.35,overcast clouds
1536,Vilhena,BR,-12.7406,-60.1458,82.62,61,0,3.44,clear sky
1537,Pulivendla,IN,14.4167,78.2333,78.94,77,100,6.8,overcast clouds
1538,Bedele,ET,8.456,36.353,60.44,65,35,0.85,scattered clouds
1539,Wembley,AU,-31.9333,115.8,61.68,62,0,10.36,clear sky
1540,Puerto Baquerizo Moreno,EC,-0.9,-89.6,67.19,88,75,10.36,broken clouds
1541,Ilhabela,BR,-23.7781,-45.3581,70.83,92,99,10.18,overcast clouds
1542,Cap-Aux-Meules,CA,47.3821,-61.8597,53.65,82,1,8.05,clear sky
1543,Manakara,MG,-22.1333,48.0167,72.19,77,97,7.92,overcast clouds
1544,Alvinopolis,BR,-20.1067,-43.0489,75.94,74,93,3.56,overcast clouds
1545,Shieli,KZ,44.1667,66.75,47.46,40,100,7.76,overcast clouds
1546,Milton,US,34.1322,-84.3007,56.17,94,100,1.99,overcast clouds
1547,Edzell,GB,56.8095,-2.6549,53.06,91,100,4.63,overcast clouds
1548,Gubkinskiy,RU,64.434,76.5026,12.58,91,99,21.77,overcast clouds
1549,Solnechnyy,RU,50.7214,136.6319,28.27,80,100,9.04,overcast clouds
1550,Nha Trang,VN,12.25,109.1833,77.0,89,62,4.72,moderate rain
1551,Mirabad,AF,30.4362,61.8383,73.63,20,10,5.77,clear sky
1552,Durango,MX,24.8333,-104.8333,61.43,48,0,2.91,clear sky
1553,Buraydah,SA,26.326,43.975,90.05,18,0,8.72,clear sky
1554,Sandwick,GB,60.0,-1.25,51.62,93,40,26.46,scattered clouds
1555,Yerbogachen,RU,61.2767,108.0108,32.7,79,100,10.87,overcast clouds
1556,Arklow,IE,52.7931,-6.1414,54.12,72,12,12.62,few clouds
1557,Alyangula,AU,-13.8483,136.4192,78.67,89,100,0.0,overcast clouds
1558,Qianan,CN,44.9932,124.0581,40.98,58,100,17.18,overcast clouds
1559,Grants,US,35.1473,-107.8514,53.28,36,0,3.6,clear sky
1560,Aksehir,TR,38.3575,31.4164,56.3,48,100,3.89,overcast clouds
1561,Mbini,GQ,1.574,9.6134,81.12,78,100,8.46,light rain
1562,Barpathar,IN,26.3,93.8667,70.66,88,44,0.85,scattered clouds
1563,Pinega,RU,64.7001,43.3936,31.64,99,99,3.87,light snow
1564,Staryy Nadym,RU,65.6118,72.6842,11.55,91,100,18.12,overcast clouds
1565,Zyryanka,RU,65.75,150.85,3.94,95,100,7.47,overcast clouds
1566,Alepe,CI,5.5004,-3.6631,84.07,72,100,4.41,light rain
1567,Phrae,TH,18.0833,100.0,70.68,97,30,0.22,scattered clouds
1568,Veere,NL,51.5483,3.6667,58.05,59,100,3.0,moderate rain
1569,Kuusamo,FI,65.9667,29.1833,39.24,100,90,8.05,overcast clouds
1570,Dzaoudzi,YT,-12.7887,45.2699,80.49,65,0,5.75,clear sky
1571,Barra Do Corda,BR,-5.5,-45.25,95.68,38,63,4.0,broken clouds
1572,Kupang,ID,-10.1667,123.5833,81.01,79,100,6.13,overcast clouds
1573,Kokopo,PG,-4.352,152.2633,77.94,85,74,7.54,light rain
1574,Nanga Eboko,CM,4.6833,12.3667,81.34,66,100,0.85,overcast clouds
1575,Komsomolets,KZ,53.7453,62.0708,38.75,76,100,19.51,overcast clouds
1576,Blairmore,CA,49.6,-114.4353,28.58,93,100,0.0,overcast clouds
1577,Laramie,US,41.3114,-105.5911,52.16,60,1,14.97,clear sky
1578,Maracas,BR,-13.4411,-40.4308,79.56,46,66,5.55,broken clouds
1579,Bobon,PH,12.5246,124.5636,81.0,75,100,13.02,overcast clouds
1580,Teguldet,RU,57.3064,88.1667,25.63,59,68,10.02,broken clouds
1581,Kovernino,RU,57.1253,43.8142,45.77,94,54,8.12,broken clouds
1582,Mandan,US,46.8267,-100.8896,46.38,84,90,24.16,overcast clouds
1583,Butajira,ET,8.1167,38.3667,61.23,36,11,10.58,few clouds
1584,Oloron-Sainte-Marie,FR,43.1944,-0.6107,60.78,79,100,2.77,overcast clouds
1585,Krasnozerskoye,RU,53.9828,79.2374,25.81,40,90,7.25,overcast clouds
1586,Chenghai,CN,23.4632,116.768,71.51,94,90,4.47,overcast clouds
1587,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,84.0,79,40,3.44,scattered clouds
1588,Naron,ES,43.5167,-8.1528,66.69,77,100,9.1,overcast clouds
1589,Ayan,RU,56.45,138.1667,24.31,50,2,13.6,clear sky
1590,Dicabisagan,PH,17.0818,122.4157,77.83,79,69,7.76,broken clouds
1591,Puerto Carreno,CO,6.189,-67.4859,80.82,79,99,2.15,overcast clouds
1592,Gazojak,TM,41.1875,61.4036,55.6,34,100,7.25,overcast clouds
1593,Funadhoo,MV,6.15,73.2667,81.36,76,98,7.78,overcast clouds
1594,Matozinhos,BR,-19.5578,-44.0814,82.08,57,75,9.22,broken clouds
1595,Murakami,JP,38.2333,139.4833,53.15,78,100,3.53,overcast clouds
1596,Archidona,ES,37.0965,-4.3887,71.42,68,100,11.79,overcast clouds
1597,Molepolole,BW,-24.4066,25.4951,87.94,10,1,18.3,clear sky
1598,Povolzhskiy,RU,53.5854,49.7629,40.62,89,53,9.82,broken clouds
1599,Dundalk,US,39.2507,-76.5205,60.39,90,75,1.01,broken clouds
1600,Caucaia,BR,-3.7361,-38.6531,85.95,74,40,17.27,scattered clouds
1601,Bijar,IR,35.8668,47.6051,55.9,39,68,8.43,broken clouds
1602,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,98.46,31,17,6.55,few clouds
1603,Luau,AO,-10.7073,22.2247,84.27,47,91,1.28,overcast clouds
1604,Camalu,MX,30.85,-116.0667,64.26,77,0,2.91,clear sky
1605,Augustow,PL,53.8432,22.9798,53.51,62,5,10.31,clear sky
1606,Fengcheng,CN,40.4536,124.0717,53.24,85,100,3.0,light rain
1607,Oktyabrskoye,RU,43.0645,44.7417,46.54,87,75,11.18,broken clouds
1608,Jardim,BR,-21.4803,-56.1381,98.15,30,99,4.41,overcast clouds
1609,Douglas,US,41.3,-96.167,47.28,84,1,0.0,clear sky
1610,Gualaquiza,EC,-3.4,-78.55,77.05,55,69,2.53,light rain
1611,Salinopolis,BR,-0.6136,-47.3561,83.93,72,28,7.4,scattered clouds
1612,Caraballeda,VE,10.6112,-66.8522,85.37,74,95,6.91,overcast clouds
1613,Kozlovo,RU,56.5167,36.2667,50.95,85,58,9.66,broken clouds
1614,Vangaindrano,MG,-23.35,47.6,70.79,75,57,6.64,broken clouds
1615,Lucea,JM,18.451,-78.1736,86.86,68,98,2.73,overcast clouds
1616,Wilmington,US,34.2257,-77.9447,65.98,65,1,6.91,clear sky
1617,Valdivia,CL,-39.8142,-73.2459,55.49,46,20,7.11,few clouds
1618,Anzio,IT,41.4853,12.6179,73.58,62,20,4.65,few clouds
1619,Karabulak,RU,43.3036,44.8964,49.19,69,12,5.37,few clouds
1620,Vorozhba,UA,51.1733,34.2192,48.04,65,2,6.24,clear sky
1621,Masty,BY,53.4122,24.5387,59.09,64,6,12.01,clear sky
1622,Povenets,RU,62.8487,34.8262,44.33,87,100,8.03,overcast clouds
1623,Ostersund,SE,63.1792,14.6357,50.61,76,20,9.22,few clouds
1624,Ruiru,KE,-1.1606,36.9567,79.83,44,40,14.97,scattered clouds
1625,Imeni Poliny Osipenko,RU,52.4201,136.4853,25.54,85,34,6.87,scattered clouds
1626,Ventspils,LV,57.3894,21.5606,49.93,93,0,5.75,clear sky
1627,Gandiaye,SN,14.2333,-16.2667,93.25,30,100,15.75,overcast clouds
1628,Ordzhonikidze,KZ,52.4411,61.7408,40.73,71,100,21.99,overcast clouds
1629,Guatire,VE,10.4762,-66.5427,82.2,92,96,3.58,overcast clouds
1630,Ukiah,US,39.1502,-123.2078,57.87,93,90,3.44,overcast clouds
1631,Brigantine,US,39.4101,-74.3646,66.2,71,20,10.36,few clouds
1632,Gornopravdinsk,RU,60.05,69.9,23.47,95,100,4.79,light snow
1633,Kon Tum,VN,14.35,108.0,68.38,97,26,2.89,scattered clouds
1634,Paide,EE,58.8856,25.5572,46.89,82,76,5.73,broken clouds
1635,Yachimata,JP,35.65,140.3167,64.49,67,75,6.91,broken clouds
1636,Kikwit,CD,-5.041,18.8162,84.76,60,62,3.22,broken clouds
1637,Bukama,CD,-9.2,25.85,94.05,34,95,5.14,overcast clouds
1638,Cam Ranh,VN,11.9214,109.1591,76.96,94,75,3.44,broken clouds
1639,Afyonkarahisar,TR,38.75,30.6667,53.02,55,91,4.76,overcast clouds
1640,Kanniyakumari,IN,8.0833,77.5667,80.04,84,100,3.02,light rain
1641,Armidale,AU,-30.5167,151.65,48.81,71,86,2.37,overcast clouds
1642,Casma,CL,-41.0082,-73.1244,53.2,41,2,5.68,clear sky
1643,Urubicha,BO,-15.3833,-62.95,97.95,30,92,4.14,overcast clouds
1644,Gisenyi,RW,-1.7028,29.2564,72.32,64,75,9.22,thunderstorm with rain
1645,Elbrus,RU,43.2577,42.6443,36.41,95,69,4.5,broken clouds
1646,Koutiala,ML,12.3917,-5.4642,92.17,36,97,4.23,overcast clouds
1647,Yaval,IN,21.1667,75.7,71.31,48,100,6.58,overcast clouds
1648,Maarianhamina,AX,60.0973,19.9348,48.06,93,90,13.8,overcast clouds
1649,Magistralnyy,RU,56.1725,107.4458,31.41,60,100,5.37,overcast clouds
1650,Aguimes,ES,27.9054,-15.4461,72.23,61,20,10.36,few clouds
1651,Bulungu,CD,-4.55,18.6,86.4,61,72,2.84,broken clouds
1652,Lenger,KZ,42.183,69.8839,42.24,53,73,1.25,broken clouds
1653,Kidderminster,GB,52.3882,-2.25,57.58,72,13,11.9,few clouds
1654,Salinas,US,36.6777,-121.6555,59.7,91,90,3.44,mist
1655,Basse-Pointe,MQ,14.8695,-61.115,84.85,31,100,11.86,overcast clouds
1656,Vidim,RU,56.4088,103.1106,35.01,72,100,7.65,overcast clouds
1657,Qidong,CN,31.8128,121.6561,65.93,83,0,6.69,clear sky
1658,Nouakchott,MR,18.0858,-15.9785,94.93,52,100,9.91,overcast clouds
1659,Vallenar,CL,-28.5708,-70.7581,78.93,32,0,7.81,clear sky
1660,Gazanjyk,TM,39.2446,55.5154,60.17,40,100,8.28,overcast clouds
1661,Reconquista,AR,-29.15,-59.65,94.15,29,5,5.77,clear sky
1662,Jiexiu,CN,37.0244,111.9125,53.62,37,58,3.94,broken clouds
1663,Muzhi,RU,65.3667,64.6667,3.04,93,44,4.94,scattered clouds
1664,Wasco,US,35.5941,-119.341,62.13,87,90,0.0,mist
1665,Staroaleyskoye,RU,51.0061,82.0,38.25,55,100,5.46,moderate rain
1666,Tank,PK,32.2217,70.3793,77.61,21,0,2.01,clear sky
1667,Shenzhen,CN,22.5455,114.0683,76.21,90,77,6.2,light rain
1668,Havelock,US,34.8791,-76.9013,64.35,77,44,1.99,scattered clouds
1669,Tuchola,PL,53.5879,17.8591,58.05,49,63,11.65,broken clouds
1670,Nambucca Heads,AU,-30.65,153.0,66.16,92,95,11.43,overcast clouds
1671,Port Arthur,CN,38.8,121.2667,56.91,94,42,3.31,scattered clouds
1672,Skjervoy,NO,70.0311,20.9714,39.36,67,100,12.66,overcast clouds
1673,Orapa,BW,-21.2833,25.3667,90.28,26,72,10.29,broken clouds
1674,Bardiyah,LY,31.7561,25.0865,74.95,54,36,9.37,scattered clouds
1675,Tortoli,IT,39.9256,9.6572,68.99,77,20,6.91,few clouds
1676,Dengzhou,CN,37.8086,120.7508,57.65,78,27,2.42,scattered clouds
1677,Potiskum,NG,11.7091,11.0694,97.32,12,100,11.07,overcast clouds
1678,Ranong,TH,9.9658,98.6348,78.71,85,100,1.28,overcast clouds
1679,Mocuba,MZ,-16.8392,36.9856,86.88,35,2,12.86,clear sky
1680,Puerto Madero,MX,14.7208,-92.4215,79.0,100,75,3.44,broken clouds
1681,Gacko,BA,43.1672,18.5353,60.93,57,0,2.82,clear sky
1682,Hadsund,DK,56.7148,10.1168,53.78,88,100,15.7,light rain
1683,Nevers,FR,46.9167,3.3333,61.39,88,0,5.75,clear sky
1684,Gibara,CU,21.1097,-76.1317,83.52,59,52,7.94,broken clouds
1685,Cumana,VE,10.4635,-64.1775,91.49,67,97,8.9,overcast clouds
1686,Tabuk,PH,17.4189,121.4443,71.91,89,49,4.5,scattered clouds
1687,Aygehovit,AM,40.9795,45.2503,46.18,86,100,1.74,overcast clouds
1688,Shahreza,IR,32.0339,51.8794,59.9,37,33,2.86,scattered clouds
1689,Kumbo,CM,6.2,10.6667,69.35,73,80,4.16,light rain
1690,Henties Bay,NA,-22.116,14.2845,61.86,75,10,10.63,clear sky
1691,Makuyuni,TZ,-4.7333,38.1,83.73,58,88,8.16,overcast clouds
1692,Sioux Lookout,CA,50.1001,-91.917,46.47,71,75,10.36,broken clouds
1693,Qurayyat,SA,31.3318,37.3428,78.98,34,75,4.61,broken clouds
1694,Timmins,CA,48.4669,-81.3331,37.22,87,20,5.75,few clouds
1695,Sikandra Rao,IN,27.7,78.4,72.07,39,0,4.43,clear sky
1696,Stepnyak,KZ,52.8339,70.7803,35.38,85,100,16.55,overcast clouds
1697,Mormugao,IN,15.4,73.8,81.66,78,40,6.91,mist
1698,Menongue,AO,-14.6585,17.691,70.36,72,90,4.45,moderate rain
1699,Mananjary,MG,-21.2167,48.3333,72.57,79,73,5.86,broken clouds
1700,Kanlagay,PH,5.8757,121.2915,81.93,78,94,3.4,overcast clouds
1701,Rusera,IN,25.75,86.0333,70.72,55,4,7.96,clear sky
1702,Maun,BW,-19.9833,23.4167,93.16,29,20,5.75,few clouds
1703,Suleja,NG,9.1758,7.1808,88.79,56,100,3.38,overcast clouds
1704,Madhugiri,IN,13.6606,77.2092,72.16,87,99,6.73,light rain
1705,Turukhansk,RU,65.8167,87.9833,17.13,93,99,12.59,light snow
1706,Pinheiro Machado,BR,-31.5783,-53.3811,75.06,78,97,9.17,overcast clouds
1707,Torbat-E Jam,IR,35.244,60.6225,61.93,26,66,4.03,broken clouds
1708,Oistins,BB,13.0667,-59.5333,86.09,66,40,17.27,scattered clouds
1709,Buchanan,LR,5.8808,-10.0467,85.96,79,88,8.41,light rain
1710,Ulagan,RU,50.6321,87.9563,31.82,71,100,3.51,overcast clouds
1711,Katangli,RU,51.7102,143.2326,32.18,80,100,19.93,light snow
1712,Spirit River,CA,55.7833,-118.8361,25.75,61,0,6.49,clear sky
1713,Arawa,PG,-6.2132,155.5367,76.95,89,97,3.38,overcast clouds
1714,Oussouye,SN,12.485,-16.5469,78.98,91,100,6.38,light rain
1715,Bay Roberts,CA,47.5999,-53.2648,53.65,64,0,4.0,clear sky
1716,Kailua,US,21.4022,-157.7394,72.75,72,5,3.44,clear sky
1717,Matsubase,JP,32.65,130.6667,62.06,90,100,6.82,moderate rain
1718,Spearfish,US,44.4908,-103.8594,50.88,72,90,1.99,overcast clouds
1719,Waiouru,NZ,-39.4833,175.6667,53.47,95,100,6.51,light rain
1720,Kolokani,ML,13.5728,-8.0339,95.22,21,100,2.17,overcast clouds
1721,Xiongyue,CN,40.1774,122.1228,52.93,78,81,2.15,broken clouds
1722,Townsville,AU,-19.25,146.8,77.88,83,75,6.91,broken clouds
1723,San Pedro De Macoris,DO,18.4616,-69.2972,85.37,61,1,7.11,clear sky
1724,La Ronge,CA,55.1001,-105.2842,32.25,80,75,5.75,broken clouds
1725,Kapoeta,SS,4.7717,33.5903,90.01,31,66,17.6,broken clouds
1726,Gewane,ET,10.1664,40.6453,89.46,18,34,13.11,scattered clouds
1727,Samoded,RU,63.6083,40.5111,41.9,98,100,5.5,overcast clouds
1728,Coari,BR,-4.085,-63.1414,90.91,53,75,1.74,broken clouds
1729,Tukrah,LY,32.5341,20.5791,71.71,64,49,16.58,scattered clouds
1730,Deep River,CA,46.1001,-77.4995,47.95,79,100,5.53,overcast clouds
1731,Isla Aguada,MX,18.7833,-91.4667,81.1,54,54,11.79,broken clouds
1732,Ayagoz,KZ,47.9714,80.4392,39.6,58,100,7.47,overcast clouds
1733,Velika Gorica,HR,45.7125,16.0756,41.5,93,90,4.61,fog
1734,Bima,ID,-8.4667,118.7167,79.48,88,100,2.46,overcast clouds
1735,Paramonga,PE,-10.6667,-77.8333,66.45,78,74,6.51,broken clouds
1736,Pecos,US,31.4229,-103.4932,64.31,23,0,2.26,clear sky
1737,Spornoye,RU,50.8448,37.2913,51.82,70,1,4.41,clear sky
1738,Lazurne,UA,46.084,32.5295,53.26,69,0,22.55,clear sky
1739,Fallon,US,39.4735,-118.7774,46.27,93,1,0.0,clear sky
1740,Pudozh,RU,61.8099,36.5345,44.46,89,100,7.11,overcast clouds
